,Username,Ciudad,Departamento,Pais,Título,Pregunta,Propuesta,Descripción,Votos a favor
1233,Jorge Martinez,Medellín,Antioquia,Colombia,¿Cómo mejorarías las alertas tempranas para prevención de desastres ambientales?,¿Crees que los programas de prevención realmente funcionan?,prevención de desastres a un sólo clik,"desarrollar una plataforma tecnológica robusta en la web y app mobil; redireccionada con las entidades de gestión del riesgo y demás organismos de prevención; para la recepción de posibles catástrofes o eventos probables de riesgo; capturando la ubicación geográfica, fecha, hora y fotografías de evidencia del hecho en cuestión.",5
1237,Jorgeepenaloza,Medellín,Antioquia,Colombia,Señala una estrategia que amplíe el acceso a la tecnología a través de Internet,Señala una estrategia que amplíe el acceso a la tecnología a través de Internet,ampliar la cobertura de internet utilizando radioenlaces de alta velocidad,"en la actualidad la tecnología de redes inalámbricas y radioenlaces permite, utilizando frecuencias de uso libre, la transmisión de datos a velocidades superiores a 1 gbps, en distancias de más de 100 kilómetros, con costos que son una fracción mínima de lo que costaría implementar una red de fibra óptica.  

esta tecnología permitiría ampliar la cobertura de la red nacional y llegar a lugares donde las condiciones geográficas dificultan la implementación de redes de fibra óptica, tanto en enlaces punto a punto (ptp) como punto a multipunto (ptmp), permitiendo llegar a usuarios individuales en regiones apartadas y fomentando la creación de empresas wisp y dinamizando la economía local.",5
1252,Jose Ivan,Bogotá,Bogota D.C.,Colombia,¿Cómo podemos identificar fácilmente a los expendedores de droga?,¿Cómo podemos identificar fácilmente a los expendedores de droga?,el delito es el rey porque la justicia es su esclava,"el delito es el rey porque el delincuente le perdió el respeto a la justicia, la ve como su aliada.(castigo físico)
amputarle las manos al ladrón; de celular, erario publico asaltantes, secuestradores, asesinos. ( intelectual)
las universidades revoquen los títulos por deshonrra a los profesionales delincuentes, por que ellos son el mal ejemplo multiplicador.si  expulsamos todos esos parásitos de los cargos de poder y autoridad ,y los ocupan personas que teman a este modelo de justicia, la confianza en la justicia y en sus ejecutores traerá la armonía, el desarrollo, la convivencia y la paz que todos deseamos. a grandes males grandes remedios,",5
1265,Jose Portilla Dominguez,Bogotá,Bogota D.C.,Colombia,Plantea una forma de que no haya tantos intermediarios en el comercio del campo,¿Crees que la tecnología reducirá a los intermediarios del mercado?,"seguro en las cosechas, para lograr quedarme en el campo","los campesinos estan cansados de sembrar y no lograr buenos precios en  mercados.nos estamos quedadno sin campesion en los campos. propuesta .que el gobierno cree un seguro para todos los campesinos ,que tienen un tipo de cultivo, si el precio esta x debajo se utiliza el seguro , este devolvera x lo menos el valor de mano de obra e insumos
cuales serian los pasos:
para lograr el subsidio, todas las compras de los insumos( fertilizantes, abonos y semillas , deben ser compradas a una empresa seria donde genere factura) esto obliga a que todas esta empresas reporten sus ventas.
se debe realizar un balance x c/ cultivo para identificar los gastos reales, se debe hacer por una entidad bancaria.",5
1287,Jota Ce,Bogotá,Bogota D.C.,Colombia,¿Cómo podemos identificar fácilmente a los expendedores de droga?,¿Cómo podemos identificar fácilmente a los expendedores de droga?,mecanismo de confianza y transparencia al ciudadano para brindar información,disponer de recursos económicos e incentivos tributarios a los ciudadanos que aporten información para que permitan a la fuerza pública conocer de primera mano las acciones que deterioran la sana convivencia y la seguridad ciudadana. este tipo de recursos e incentivos debe ser manejados por un ente externo para evitar actos de corrupción y pago de informaciones que finalmente no se pagan y que sobre un papel figuran como haber sido pagados.,5
1337,Juan Cepeda H.,Medellín,Antioquia,Colombia,¿Cómo erradicarías la pobreza en Colombia?,¿Cómo erradicarías la pobreza en Colombia?,equipo intercultural para la equidad,"convoco al ministerio de cultura, al ministerio de educación, al ministerio de hacienda, y a la vicepresidencia -por lo menos- a liderar un equipo de líderes del pacífico, de la amazonía, de la guajira y de los llanos, para construír los lineamientos “aportes ancestrales para la equidad social en colombia” que tengan ejecución inmediata gracias al presupuesto que se apruebe, buscando solucionar la corrupción política y el olvido del gobierno central a estas cuatro regiones del país.",5
1350,Juan Jair Lizarazo T,Bogotá,Bogota D.C.,Colombia,¿Cómo erradicarías la pobreza en Colombia?,¿Cómo erradicarías la pobreza en Colombia?,educación garantizada para salir empleos requeridos en la industria 4.0,"las revoluciones industriales han generado incrementos considerables de los paises que primero la implementan. revolucion industrial en inglaterra incremento 1,5% el pib. eeuu incremento su ingreso per cápita luego de la revolución del internet y de la "".com""

la propuesta es promover  la formación gratuita de técnicos, líderes y empresarios del industria 4.0 (iot y ia). esto traerá beneficios a todo el país.",5
1359,Juan Pablo Soto,Medellín,Antioquia,Colombia,¿Cómo lograrías aumentar las exportaciones de software?,¿Cómo lograrías aumentar las exportaciones de software?,crear un cluster nacional de desarrollo de software,"cada región esta creado sus iniciativas, de esta forma no se crea una industria, debe existir una propuesta nacional, somos un país pequeño que falta gente que se capacite en temas de desarrollo, pero no solo los jóvenes toda la sociedad, se considera que tecnología es igual a juventud debe llegar a todas las franjas de edad y condiciones, las ideas no tienen edad. y dejar de competir regionalmente por convertir una región líder, es el país el líder, el cluster permitirá desarrollar la cadena en toda la nación.",5
1367,Juan Sebastian Escobar Carreño,Bogotá,no hay registro,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,leer es educarse es progresar.,"en la mayoría de los adultos siempre rondan esas ideas de que hay que fomentar la lectura de los niños, que deben leer para aprender y que es de suma importancia la creación del hábito lector desde pequeños. y sí, es verdad, es totalmente cierto… esas ideas están cargadas de buenísimas intenciones. lástima que muchas veces esas “buenísimas intenciones” se queden en la parte teórica y en ocasiones no lleguen a materializarse en la práctica.",5
1393,Julianleocardenas,Bogotá,Bogota D.C.,Colombia,Crea una estrategia para invitar a los jóvenes a los centros SACUDETE,Crea una estrategia para invitar a los jóvenes a los centros SACUDETE,incrementar el interés y la motivación de los jóvenes en ciencia y tecnología,"usando tecnología de bajo presupuesto y software libre crear un programa de enseñanza de conceptos de electrónica, sistemas, sensórica, control automático y tratamiento de variables buscando incentivar a los estudiantes por el estudio de ciencia y tecnología; todo esto mediado por enfoques de la enseñanza basados en el aprendizaje: abp, abpr, abe, abi, aprendizaje - servicio, buscando solucionar problemas del contexto propio de la región de cada joven.",5
1404,Julio Rincon,Bogotá,Bogota D.C.,Colombia,¿Cómo disminuirías las emisiones tóxicas generadas por los autos en tu ciudad?,¿Cómo disminuirías las emisiones tóxicas generadas por los autos en tu ciudad?,"vehículos ecológicos, paguen -50% de impuestos","gobierno reglamentara esta propuesta, con los gremios para ir disminuyendo los vehículos mas contaminantes, y aquellos que usen diésel se le aumente los impuestos",5
1407,Julya2000,Medellín,Antioquia,Colombia,Plantea una forma de que no haya tantos intermediarios en el comercio del campo,¿Crees que la tecnología reducirá a los intermediarios del mercado?,reduciendo la cadena de distribución,"primero  trataría de conectar al productor, con el distribuidor de manera directa de forma que se reduzcan costos asociados a la intermediación, lo haría mediante la creación  de una herramienta tecnológica, plataforma o aplicación.",5
1419,Katherine,Bogotá,no hay registro,Colombia,¿Cómo garantizar un envejecimiento activo e independiente para el adulto mayor?,¿Cómo garantizar un envejecimiento activo e independiente para el adulto mayor?,cuida un viejito,"ser un adulto mayor en este pais se ha convertido en un problema.la vejes cada ves es mas insegura las personas llegan a esta etapa de su vida y son desechadas por la sociedad incluida su familia.
mas sin envargo todos podemos aportar para que con un plan d e desarrollo juato equitativo y equiparado podamoa tener una vejes segura..
siempre vemos en las calles ancianos carentes abandonados ..podemos crear una especia de pension que incluso cobije al independiente ..donde el aporte del govierno compre un estilo de seguro que garantice una vida en su vejez segura y estable donde no dependa de nadie solo de la garantia constitucional  elaborada a tra vez del tiempo.",5
